Company Name,SIREN,Website,Main Activity,Business Sector,Detailed Sector,HQ Address,Zip Code,Department,Region Code,Employee Bracket,Number of Establishments,Revenue Year,Latest Revenue
"COEXYA","433624707","","62.02A","Information and communication","Information Technology and Services","9 AV CHARLES DE GAULLE 69370 SAINT-DIDIER-AU-MONT-D OR","69370","69","84","32","11","2024",94112525
"P.S. VAL","434490330","","55.10Z","Accommodation and food service activities","Accommodation and Food Services","COURCHEVEL 238 RUE DES CLARINES 73120 COURCHEVEL","73120","73","84","12","9","2024",26797905
"TESSI DOCUMENTS SERVICES CENTRE DE RELATIONS CLIENTS","813438249","","82.20Z","Administrative and support service activities","Administrative and Support","BATIMENT B 13 RUE PIERRE GILLES DE GENNES 69007 LYON","69007","69","84","31","8","2024",23613746
"POLYTECHNYL","815232848","","20.16Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","AVENUE ALBERT RAMBOZ 69190 SAINT-FONS","69190","69","84","22","10","2024",605241098
"ESPACE AUTOMOBILE D'AUVERGNE","440789683","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","4 A 8 8 RUE LOUIS BLERIOT 63000 CLERMONT-FERRAND","63000","63","84","22","8","2025",183251765
"LES MAROQUINERIES DES ALPES","480011451","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","LIEUDIT NETRIN OUEST BAT ADMINISTRATIF RUE VICTOR HUGO 38490 LES ABRETS-EN-DAUPHINE","38490","38","84","11","6","2024",78611421
"SAS TRANSPORTS THEVENET","976120113","","49.41A","Transportation and storage","Transportation and Storage","LE BOURBONNAIS 03500 BAYET","03500","03","84","NN","9","2024",40117054
"XPO LOGISTICS ILE DE FRANCE (XPO IDF FR)","425090966","","52.29B","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","10","2024",73049933
"L'ENTREPRISE ELECTRIQUE (LEE)","862200011","","42.22Z","Construction","Construction","18 RUE DE LA GANTIERE 63000 CLERMONT-FERRAND","63000","63","84","22","12","2024",35865649
"GL EVENTS LIVE","378932354","","82.30Z","Administrative and support service activities","Administrative and Support","59 QUAI RAMBAUD 69002 LYON","69002","69","84","21","52","2024",237303296
"DRUMEDIS","401538707","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","CENTRE LECLERC 214 CHEMIN DE LA BOISIERE 73420 DRUMETTAZ-CLARAFOND","73420","73","84","32","5","2024",160103093
"CEGI ALFA (ALFA INFORMATIQUE)","319960142","","58.29C","Information and communication","Communication: Media and Publishing","ZI DU BREZET 21 RUE JULES VERNE 63100 CLERMONT-FERRAND","63100","63","84","32","8","2024",28260798
"GEODIS ROAD TRANSPORT (GEODIS RT) (BM)","392754503","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","SAVOIE HEXAPOLE 73420 MERY","73420","73","84","32","10","2024",49843620
"SOLVAY OPERATIONS FRANCE","414574053","","20.13B","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","IMMEUBLE SILEX 2 SOLVAY 9 RUE DES CUIRASSIERS 69003 LYON","69003","69","84","NN","9","2024",216835362
"BYBLOS HUMAN SECURITY GRAND-EST (BHS GRAND-EST)","908312523","","80.10Z","Administrative and support service activities","Administrative and Support","1 ALLEE DES ECUREUILS 69380 LISSIEU","69380","69","84","11","5","2024",29932500
"COMPAGNIE DE VICHY (C.F.V)","542105291","","11.07A","Manufacturing","Manufacturing: Food, Beverages and Tobacco","1 ET 3 1 AV PRESIDENT EISENHOWER 03200 VICHY","03200","03","84","NN","14","2024",21187038
"U10","451341465","","46.41Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","124 AVENUE DES GRANGES 69240 THIZY-LES-BOURGS","69240","69","84","22","5","2023",133571254
"NUVIA PROCESS","315667386","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","LOT 12 LOT LES TOMPLES LD PLANCHETTES 8 ALLEE DES ENTREPRENEURS 26700 PIERRELATTE","26700","26","84","22","16","2024",35136755
"BIZERBA FRANCE SA","314209206","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","50 RUE DE MALACOMBE 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","22","15","2024",41895606
"SAINT JEAN","311821268","","10.73Z","Manufacturing","Manufacturing: Food, Beverages and Tobacco","49 AVENUE DE LA DEPORTATION 26100 ROMANS-SUR-ISERE","26100","26","84","NN","8","2024",105787121
"ARBAN (PVC GROSFILLEX - MENUISERIES GROSFILLEX)","311901318","","22.23Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","20 RUE DU MUSINET 01460 MONTREAL-LA-CLUSE","01460","01","84","32","8","2024",62975290
"MIGROS FRANCE","384393195","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ARCHAMPS TECHNOPOLE 283 RUE DOUGLAS ENGELBART 74160 ARCHAMPS","74160","74","84","21","8","2024",119711869
"VEYRET TECHNIQUES DECOUPE (ETS REMI) (VTD)","390084952","","25.73B","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","68 AVENUE BERTHELOT 26100 ROMANS-SUR-ISERE","26100","26","84","21","8","2024",20073804
"HM.CLAUSE","435480546","","01.13Z","Agriculture, forestry and fishing","Agriculture, Forestry and Fishing","ZI LA MOTTE RUE LOUIS SAILLANT 26800 PORTES-LES-VALENCE","26800","26","84","32","11","2024",206156214
"74SOFTWARE","433977980","","58.29A","Information and communication","Communication: Media and Publishing","PAE LES GLAISINS 3 RUE DU PRE FAUCON 74000 ANNECY","74000","74","84","NN","14","2024",461878000
"TRANSARC AQUILON","502657778","","49.39A","Transportation and storage","Transportation and Storage","14 RUE DE BAPAUME 42300 ROANNE","42300","42","84","22","6","2024",20411786
"ECM TECHNOLOGIES","478969173","","28.21Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","TECHNISUD 46 RUE JEAN VAUJANY 38000 GRENOBLE","38000","38","84","32","11","2019",103608000
"GSF PHEBUS","537020216","","81.21Z","Administrative and support service activities","Administrative and Support","ZI DU BREZET 13 RUE GEORGES BESSE 63100 CLERMONT-FERRAND","63100","63","84","03","14","2024",34877737
"EVERGREEN GARDEN CARE FRANCE SAS","830854006","","20.15Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","4 ALLEE DES SEQUOIAS 69760 LIMONEST","69760","69","84","22","7","2025",151630016
"ABCIS AUVERGNE BY AUTOSPHERE (GROUPE AUTOSPHERE)","975721739","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","27 AVENUE DU BREZET 63100 CLERMONT-FERRAND","63100","63","84","22","9","2025",181595046
"CALOR S A","956512495","","27.51Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","PARC MAIL 112 CHEMIN DU MOULIN CARRON 69130 ECULLY","69130","69","84","22","9","2024",222160010
"LAMBERT ET VALETTE-ENTREPRISE DE TRANSPORTS","957514458","","52.29A","Transportation and storage","Transportation and Storage","27 RUE PIERRE SEMARD 69800 SAINT-PRIEST","69800","69","84","22","17","2024",84158283
"MLP","790117816","","82.19Z","Administrative and support service activities","Administrative and Support","ZONE D'ACTIVITE DE CHESNES 55 BOULEVARD DE LA NOIREE 38070 SAINT-QUENTIN-FALLAVIER","38070","38","84","22","6","2024",64640063
"SODICHAP","502236029","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","PARC D'AFFAIRES VALLEE DE L'OZON 85 AVENUE DE CHAPONNAY 69970 CHAPONNAY","69970","69","84","22","4","2024",111444196
"XPO LOGISTICS NORD FRANCE (XPO NORD FR)","380631929","","49.41A","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","29","2024",99035023
"CANSON","335620241","","17.12Z","Manufacturing","Manufacturing: Wood, Paper and Printing","GRAND MURIER 67 RUE LOUIS ET LAURENT SEGUIN 07100 ANNONAY","07100","07","84","31","15","2024",89226635
"SOC AMENAGEMENT STATION PLAGNE (SAP)","076220011","","49.39C","Transportation and storage","Transportation and Storage","PLAGNE CENTRE 54 IMP DE LA CEMBRAIE MACOT LA PLAGNE 73210 LA PLAGNE TARENTAISE","73210","73","84","32","8","2025",112839193
"TELEDYNE E2V SEMICONDUCTORS SAS","341470656","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","4 RUE DE ROCHEPLEINE 38120 SAINT-EGREVE","38120","38","84","32","10","2024",131051987
"AUTO DAUPHINE","342704467","","45.11Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Motor Vehicles and Repair","RUE JEAN PIERRE TIMBAUD 38130 ECHIROLLES","38130","38","84","22","10","2024",135251377
"BASF AGRI PRODUCTION SAS","343979092","","20.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","21 CHEMIN DE LA SAUVEGARDE 69130 ECULLY","69130","69","84","NN","4","2024",517869934
"NICOMATIC","306926684","","26.11Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","LD ZONE INDUSTRIELLE 74890 BONS-EN-CHABLAIS","74890","74","84","32","4","2024",79616020
"MERCK BIODEVELOPMENT","351723440","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","37 RUE SAINT ROMAIN 69008 LYON","69008","69","84","NN","10","2024",93930249
"SOCIETE TRAVAUX GROS OEUVRE (STGO)","414043711","","43.99C","Construction","Construction","OU ZA LE VERCORS 64 ZONE ARTISANALE 38140 LA MURETTE","38140","38","84","31","6","2024",51890198
"AMPLITUDE SAS","414448464","","32.50A","Manufacturing","Manufacturing: Furniture and Other","11 COURS JACQUES OFFENBACH 26000 VALENCE","26000","26","84","31","10","2024",100559272
"XPO LOGISTICS CENTRE FRANCE (XPO CENTRE FR)","414642272","","49.41A","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","18","2024",46492664
"SANTE CIE","812164739","","64.20Z","Financial and insurance activities","Financial and Insurance","77-79-PARKVIEW 77 BOULEVARD DE LA BATAILLE DE STALINGRAD 69100 VILLEURBANNE","69100","69","84","22","7","2024",29860523
"STS COMPOSITES FRANCE","824455679","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","ZONE INDUSTRIELLE 07340 SAINT-DESIRAT","07340","07","84","41","5","2024",126322094
"CLINIQUE DU PARC LYON","389565342","","86.10Z","Human health and social work activities","Human Health and Social Work","155 BOULEVARD STALINGRAD 69006 LYON","69006","69","84","31","6","2024",34856704
"TOTES ISOTONER SA","406320135","","46.42Z","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","LE BOURG 15140 SAINT MARTIN VALMEROUX","15140","15","84","31","9","2024",66567663
"BOSCH REXROTH","440233815","","46.69B","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Wholesale (except Motor Vehicles)","91 BOULEVARD IRENE JOLIOT CURIE 69200 VENISSIEUX","69200","69","84","22","18","2024",96766476
"GAILLOT DISTRIBUTION","320595721","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","ANGLE 7 ROUTE DE LYON 18 RUE DU LYONNAIS 69800 SAINT-PRIEST","69800","69","84","22","5","2024",79181996
"CHATEAUGAY DISTRIBUTION","319292710","","47.11F","Wholesale and retail trade; repair of motor vehicles and motorcycles","Trade: Retail (except Motor Vehicles)","4 IMP DE LA CHEVECHE 03410 DOMERAT","03410","03","84","32","4","2025",132586427
"GROUPE LEPINE","957503642","","32.50A","Manufacturing","Manufacturing: Furniture and Other","CS 50307 175 RUE JACQUARD 69730 GENAY","69730","69","84","22","13","2024",43709093
"XPO VOLUME FRANCE REGIONAL","716280433","","49.41A","Transportation and storage","Transportation and Storage","192 AVENUE THIERS 69006 LYON","69006","69","84","NN","9","2024",54581482
"NIDEC ASI (LOIRE AUTOMATION)","724501192","","33.20C","Manufacturing","Manufacturing: Furniture and Other","ZONE INDUSTRIELLE DU BUISSON 5 RUE MARC SEGUIN 42230 ROCHE-LA-MOLIERE","42230","42","84","22","19","2023",274453061
"ALPEN'TECH","605820455","","25.62A","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","ZAC DES GRANDS BOIS 800 RUE DE L'AVENIR 74130 VOUGY","74130","74","84","32","5","2022",48914282
"SIEGWERK FRANCE SAS","796080851","","20.30Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","13 ROUTE DE TANINGES 74100 VETRAZ-MONTHOUX","74100","74","84","31","7","2024",161985178
"GROSFILLEX SAS","759201106","","31.09B","Manufacturing","Manufacturing: Furniture and Other","501 AVENUE DU 19 MARS 1962 01100 ARBENT","01100","01","84","NN","7","2024",32534900
"OPMOBILITY EXTERIOR SERVICES","501737472","","72.19Z","Professional, scientific and technical activities","Professional: Research and Development","19 BOULEVARD JULES CARTERET 69007 LYON","69007","69","84","NN","4","2024",241329203
"MANUFACTURE BOURBONNAISE DE MAROQUINERIE (MBM)","976020370","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","33 RUE DU LERY 03700 BELLERIVE-SUR-ALLIER","03700","03","84","11","6","2024",54988209
"THERMAL CERAMICS DE FRANCE","885850248","","23.14Z","Manufacturing","Manufacturing: Rubber, Plastic and Minerals","542 RUE DU 18 JUIN 1827 42160 ANDREZIEUX-BOUTHEON","42160","42","84","12","9","2024",59009236
"BECTON DICKINSON FRANCE","056501711","","32.50A","Manufacturing","Manufacturing: Furniture and Other","11 RUE ARISTIDE BERGES 38800 LE PONT-DE-CLAIX","38800","38","84","51","19","2024",1607589669
"CENTUM T&S (CENTUM TECHNOLOGIES ET SOLUTIONS)","379976723","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","4 CHEMIN DU RUISSEAU 69130 ECULLY","69130","69","84","22","13","2024",34461481
"SANOFI R&D VACCINS","349505370","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","14 ESPACE HENRY VALLEE 69007 LYON","69007","69","84","41","13","2024",3690000000
"ARAYMOND FRANCE","352948434","","29.32Z","Manufacturing","Manufacturing: Transport Equipment","1 RUE LOUIS BESANCON 38120 SAINT-EGREVE","38120","38","84","41","7","2024",114255147
"POMA","055501902","","28.22Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZI 109 RUE ARISTIDE BERGES 38340 VOREPPE","38340","38","84","32","8","2024",519243000
"GROUPE SEB MOULINEX G S M","407982214","","27.51Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","112 CHEMIN DU MOULIN CARRON 69130 ECULLY","69130","69","84","NN","11","2024",198467421
"DUPESSEY&CO","410271654","","49.41A","Transportation and storage","Transportation and Storage","ROUTE D'AIX-LES-BAINS 74150 RUMILLY","74150","74","84","22","8","2024",57440463
"LES MANUFACTURES D'AUVERGNE (ARTISANS DU BAGAGE - ARTISANS OF LUGGAGE)","411795859","","15.12Z","Manufacturing","Manufacturing: Textiles, Apparel and Leather","BATIMENT ADMINISTRATIF RTE DE VOLVIC 63530 SAYAT","63530","63","84","32","7","2024",43337813
"AALBERTS HFC COMAP SA","302304068","","28.14Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","77-79-PARKVIEW 77 BOULEVARD DE LA BATAILLE DE STALINGRAD 69100 VILLEURBANNE","69100","69","84","22","14","2024",107323302
"TRANSDEV VALENCE MOBILITE (TUR)","324074954","","49.31Z","Transportation and storage","Transportation and Storage","143 RUE DE LA FORET 26000 VALENCE","26000","26","84","32","5","2024",36754023
"GL EVENTS AUDIOVISUAL & POWER (GL EVENTS AUDIOVISUAL - GL EVENTS POWER)","317613180","","90.02Z","Arts, entertainment and recreation","Arts, Entertainment and Recreation","ZI NORD ROUTE D’IRIGNY 69530 BRIGNAIS","69530","69","84","22","12","2024",114712077
"OMERIN SAS","382718179","","27.32Z","Manufacturing","Manufacturing: Electronics, Electrical and Machinery","ZONE INDUSTRIELLE RUE MARC SEGUIN 63600 AMBERT","63600","63","84","31","6","2024",170535270
"TRANSPORTS BREVET SAS","387600422","","49.41A","Transportation and storage","Transportation and Storage","510 CHEMIN DES OURES 01330 VILLARS-LES-DOMBES","01330","01","84","22","5","2024",29773756
"XPO SUPPORT SERVICES FRANCE (XPO SUPPORT SERVICES FR)","440339265","","70.10Z","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","192 AVENUE THIERS 69006 LYON","69006","69","84","21","7","2024",48033184
"TECHNIQUES SURFACES ANDREZIEUX","451892350","","25.61Z","Manufacturing","Manufacturing: Basic Metals and Fabricated Products","RUE BARTHELEMY THIMONNIER 42160 ANDREZIEUX-BOUTHEON","42160","42","84","31","8","2025",36583239
"OPTIMARK","489573535","","73.11Z","Professional, scientific and technical activities","Professional: Other Technical","589 ROUTE DE CREST 26740 SAUZET","26740","26","84","NN","11","2024",20367709
"BERT INDUSTRIE","810118786","","49.41B","Transportation and storage","Transportation and Storage","ZI LA TULANDIERE 2 ROUTE DE LA MAISON BLANCHE 26140 SAINT-RAMBERT-D'ALBON","26140","26","84","22","4","2024",26844559
"CADUCEUM","799340310","","71.12B","Professional, scientific and technical activities","Professional: Legal, Consulting, Engineering","DOCKSITE 51 RUE DES DOCKS 69009 LYON","69009","69","84","31","12","2024",36466130
"KAIZEN SOLUTIONS","799348255","","62.02A","Information and communication","Information Technology and Services","26 RUE JEAN KUNTZMAN 38330 MONTBONNOT-SAINT-MARTIN","38330","38","84","31","7","2024",25490165
"MERCK SANTE","572028033","","21.20Z","Manufacturing","Manufacturing: Chemicals, Pharma and Petroleum","37 RUE SAINT ROMAIN 69008 LYON","69008","69","84","32","10","2023",625179606
"LUMAPPS","788743474","","58.29A","Information and communication","Communication: Media and Publishing","75 RUE FRANCOIS MERMET 69160 TASSIN-LA-DEMI-LUNE","69160","69","84","22","6","2024",43476094
"PERRIER","778147801","","42.11Z","Construction","Construction","13 ROUTE DE LYON 69800 SAINT-PRIEST","69800","69","84","11","10","2024",73042903
